current_path,module,kind,current_ref,current_sha256,openproj_commit,openproj_path,openproj_sha256,projectlibre_baseline,first_commit,claimed_origin,normalized_openproj_match,introduced_by,license,disposition,evidence,reviewer
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/dependency/HasDependencies.java,projectlibre_core,java,HEAD,657affb1a78fac41ad35bf8f8d44335fecd33d93012c4659f7ce23fefa71238b,d2fa3c20a,openproj_core/src/com/projity/pm/dependency/HasDependencies.java,bdc3db88d95188a4a84b9fbcdefce7bd1f8b18e88efce8dc17e9bdcdceb2e28e,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/dependency/HasDependenciesImpl.java,projectlibre_core,java,HEAD,755883f4454b04037c4149224998a4d92b60f2ca03fba93a4c3b047c46498e3f,d2fa3c20a,openproj_core/src/com/projity/pm/dependency/HasDependenciesImpl.java,c3c008ea6ee0930cadfa09b5276a7e432985addeba6e88022323c09332715e8c,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/key/HasCommonKeyImpl.java,projectlibre_core,java,HEAD,721dc2533187c303e923fbcf03a0f29fd164f414ce279a539de0a9408e59eb76,d2fa3c20a,openproj_core/src/com/projity/pm/key/HasCommonKeyImpl.java,482c4235d4406b0e1d2b6775b2e5ffab50128091b957a9f097f7972e2bdf9c0e,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,true,REVIEW_REQUIRED,CPAL-1.0,KEEP_OPENPROJ,normalized content matches OpenProj baseline,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/key/HasId.java,projectlibre_core,java,HEAD,6b20e4c0bbf8acbe1d0750f017aa713839a5e1dd2aa4be68cc0641d6fb14044f,d2fa3c20a,openproj_core/src/com/projity/pm/key/HasId.java,d6fa5c1b3c1ec7cd5b29d583634160971f5199093c9e04fd298b8f8017ce3b73,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,true,REVIEW_REQUIRED,CPAL-1.0,KEEP_OPENPROJ,normalized content matches OpenProj baseline,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/key/HasKey.java,projectlibre_core,java,HEAD,68df5d4aab9a962fb601cfd5b76d0095632a09cfe74bb31ad1c5dd2d604f8da1,d2fa3c20a,openproj_core/src/com/projity/pm/key/HasKey.java,58875f92f62626a86d39f96311086df90e4dc664451c7aa12f4862750d49082e,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,true,REVIEW_REQUIRED,CPAL-1.0,KEEP_OPENPROJ,normalized content matches OpenProj baseline,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/key/HasKeyImpl.java,projectlibre_core,java,HEAD,996438fe54aa65618fa96065fb321f075877e34f472d30d67b6e67abb6d576ad,d2fa3c20a,openproj_core/src/com/projity/pm/key/HasKeyImpl.java,22eb870a93c328c976ca346eb8fec29af05f1540644726169993e6e12216997c,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/key/HasName.java,projectlibre_core,java,HEAD,348b6705664479a5c7a64b731dc53922f9639708ef0767bffd29cbe40383468d,d2fa3c20a,openproj_core/src/com/projity/pm/key/HasName.java,b1d96e93328c55562078ae15b707194fde6c2791384492b6b76ee74757c972e3,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,true,REVIEW_REQUIRED,CPAL-1.0,KEEP_OPENPROJ,normalized content matches OpenProj baseline,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/key/HasUniqueIdImpl.java,projectlibre_core,java,HEAD,26732d3b77399829b7eaf12ba345839ca02e7daf58d2b4a2c921277eb53ccde9,d2fa3c20a,openproj_core/src/com/projity/pm/key/HasUniqueIdImpl.java,c42600fec946ae6ec6c0c185f7edc3be704a9105be13bf29959d02b0907c4ae1,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/key/uniqueid/UniqueIdException.java,projectlibre_core,java,HEAD,414c3ef4edc5a9dc8ad2575bd499f4d99e7eafe58a3617bd483ae39261cfce9a,d2fa3c20a,openproj_core/src/com/projity/pm/key/uniqueid/UniqueIdException.java,8ab195adfd60bb121b030e98f3ba5bafcef031fb08acd35aad4ba893e2988420,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/key/uniqueid/UniqueIdPool.java,projectlibre_core,java,HEAD,0997f71828b75828d6afbe69a6f0ce72fbb0655005b8d4eb49b87db315b001db,d2fa3c20a,openproj_core/src/com/projity/pm/key/uniqueid/UniqueIdPool.java,03e9ad5f380cd0e27b181b5b31f5b4a5fa13e50a70569b1c011bfe474b5a6165,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
